Identifikácia pravidla,,,,,,W09–W11 Údaje o zvierati,,,,,W13/W14 + W16/W17 Nevyhnutné varovania,,,W15/W19/W20 Kontakty,,,,,,,,,,W21 Dobrovoľníci,,,W22/W23 Pomôžte sami,,,,,,,,,W24/W25 Ukončenie,,Interné,Developer flow – zranené zvieratá,
ID,Typ situácie,Kategória,Podkategória,Druh zvieraťa,Vyplniť na úrovni,W09 – checkboxy „Čo je zvieraťu?“,W09 – Je pri vedomí?,W09 – Ide o mláďa?,W09b – Iné,W09b/W11 – placeholder opisu,W13/W14 – vybraný frame,"W13/W14 – Čo nerobiť (doslova, všetky body)","W14 – Čo urobiť pred ďalším postupom (doslova, všetky body)",W15/W20 – kontakt 1 typ,Kontakt 1 – CTA / nadpis,Kontakt 1 – text pod nadpisom,Kontakt 1 – podľa polohy?,Kontakt 1 – lokalitná DB,W19/W15 – kontakt 2 typ,Kontakt 2 – CTA / nadpis,Kontakt 2 – text pod nadpisom,Kontakt 2 – podľa polohy?,Kontakt 2 – lokalitná DB,W21 – zobraziť?,W21 – poradie,W21 – text pod nadpisom,W22/W23 – zobraziť?,W22/W23 – intro,Krok 1 nadpis,Krok 1 text,Krok 2 nadpis,Krok 2 text,Krok 3 nadpis,Krok 3 text,Link,W24 – kto pomohol? možnosti,W25a/W25b – dôvody neúspechu,Poznámka pre IT / dizajn,Flow ID,Stav / čo ešte doplniť
ZRZAT-162,Zatúlané,Obojživelníky,,Mlok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-163,Zranené,Obojživelníky,,Salamandra,Druh – používa FLOW-ZR-CHR-STD,"Krváca alebo má viditeľné poranenie
Má poranenú končatinu alebo sa nevie pohybovať
Je vysušené, apatické alebo nereaguje
Je zasiahnuté chemikáliou alebo znečistenou vodou
Je uviaznuté alebo na nebezpečnom mieste
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Salamandru nechytajte suchými rukami ani suchou látkou – môže jej to poškodiť citlivú pokožku.
• Po prípadnom kontakte si nešúchajte oči ani ústa; kožný sekrét salamandry môže dráždiť sliznice.","• Ak nie je priamo ohrozená, nechajte ju bez zásahu.
• Chráňte ju pred vyschnutím, slnkom a kontaktom so zvieratami.",W15 – ŠOP SR / príslušné záchranné zariadenie,Zavolajte na pohotovostný kontakt ŠOP SR,"ŠOP SR zabezpečuje nepretržitú odbornú pomoc, odber a prevoz zranených alebo inak poškodených chránených živočíchov.

Podľa vašej polohy sme vybrali príslušné záchranné zariadenie. Oznámte presné miesto nálezu, druh zvieraťa (ak ho poznáte), jeho stav a či je zviera alebo okolie v bezprostrednom nebezpečenstve. Postupujte podľa pokynov odborníka.",Áno – podľa adresy z W03a/W03b,04_KONTAKTY_SOP – mapovať obec/okres na príslušný pohotovostný kontakt; nepoužiť iba najbližšiu vzdialenosť,W19 – veterinárna klinika (BA/KE) / partnerské OZ (ostatné územie),Zavolajte na veterinárnu kliniku alebo partnerskú organizáciu,"BA/KE: zobrazte dohodnutú veterinárnu kliniku pre chránené živočíchy; používateľ musí najprv telefonicky overiť prijatie zvieraťa a podmienky. 
Ostatné územie: zobrazte partnerské OZ alebo záchrannú organizáciu podľa polohy. Zoznam partnerov ešte treba doplniť.",Áno – podľa kraja/okresu,"BA: zmluvná klinika – doplniť; KE: Klinika vtákov a exotických zvierat UVLF, 0917 637 798; ostatné: DB partnerských OZ – doplniť",Áno,3. kontakt (po W15/112 a W19),"Ak sa vám nedostala pomoc z oficiálnych zdrojov ani z druhého kontaktu, požiadajte o pomoc dobrovoľníkov Zverolinky podľa lokality a dostupnosti.",Áno – až po neúspechu všetkých kontaktov,Postupujte mimoriadne opatrne a presne podľa nasledujúcich pokynov.,,,,,,,,"ŠOP SR / záchranné zariadenie
112 / záchranná zložka
Veterinárna klinika
Partnerské OZ / záchranná organizácia
Dobrovoľník Zverolinky
Iná osoba
Pomohol/pomohla som sám/sama","Na pohotovostnom kontakte ŠOP mi nezdvihli ani na druhý pokus
ŠOP / záchranné zariadenie odmietlo pomôcť alebo prísť
ŠOP / záchranné zariadenie ma odkázalo na iný kontakt
Na čísle 112 mi neposkytli kontakt alebo pomoc
Veterinárna klinika bola zatvorená alebo nedostupná
Veterinárna klinika odmietla zviera prijať
Nemohol/nemohla som uhradiť veterinárne ošetrenie
Partnerské OZ nebolo dostupné alebo nemohlo pomôcť
Dobrovoľníci neboli k dispozícii
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera utieklo alebo sa skrylo
Nemal/a som potrebné pomôcky alebo dopravu
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné","INTERNÉ PRE ZO - ešte skontrolovať postup čo v prípade, ak je živočích nie len chránený ale aj poľovnou zverou !! Tam nie je možné dať pomôžte sami ! ",FLOW-ZR-CHR-STD,FLOW PRIPRAVENÝ. DOPLŇIŤ POKYNY DO POMôŽTE SAMI 
ZRZAT-164,Zatúlané,Obojživelníky,,Salamandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-165,Zranené,"Exotické, uniknuté alebo nepôvodné zvieratá",,Korytnačka,Druh – používa FLOW-ZR-EXOTIC,"Má prasknutý alebo rozdrvený pancier
Krváca alebo má otvorenú ranu
Nevie sa pohybovať / má poranenú končatinu alebo hlavu
Je po zrážke s vozidlom alebo po páde
Je uviaznutá, zakliesnená alebo zamotaná
Podozrenie na otravu, popálenie alebo prehriatie/podchladenie
Napadlo ju iné zviera
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Zranenú korytnačku neotáčajte na chrbát, nedvíhajte ju za končatiny ani nezasahujte do rán.","• Ak jej hrozí ďalšie nebezpečenstvo, môžete ju opatrne presunúť len mimo bezprostredného ohrozenia. 
- Manipulujte s ňou čo najmenej a držte ju mimo priameho slnka, detí a iných zvierat.",W15 – obec / mesto alebo schválená osoba na odchyt,Zavolajte obci alebo mestu,"Obec je povinná prevziať túlavé zviera nájdené na území obce od nálezcu a umiestniť ho v karanténnej stanici alebo útulku pre zvieratá.

Oznámte presnú polohu, druh a stav zvieraťa a či ohrozuje premávku alebo ľudí.",Áno – podľa obce z W03a/W03b,KONTAKTY_OBCE_ODCHYT – obec → schválená osoba; po odchyte interná väzba na RVPS pri ne-spoločenskom zvierati,W18 – veterinár pre exotické zvieratá / partnerská klinika,Môžete zavolať na veterinárnu kliniku,"Najprv telefonicky overte prijatie zvieraťa, odbornosť pre daný druh a bezpečný spôsob prevozu.",Áno – podľa druhu a lokality,KONTAKTY_VET_EXOTY – druh + okres/kraj + dostupnosť,Áno,3. kontakt,"Ak nepomohla obec ani veterinár, zobrazte dobrovoľníkov so skúsenosťou s daným druhom.",Áno – iba ak nejde o nebezpečný druh a existuje dlhý návod,Pokračujte iba podľa podrobného návodu pre presne určený druh.,,,,,,,,"Obec / mesto alebo osoba schválená na odchyt
Veterinár pre exotické zvieratá
Dobrovoľník Zverolinky
112 / polícia pri nebezpečnom zvierati
Iná odborná osoba","Obec/mesto alebo zmluvný odchyt nezdvihli
Obec/mesto alebo zmluvný odchyt odmietli pomôcť
Veterinár pre exotické zvieratá nebol dostupný alebo zviera neprijal
Dobrovoľníci so skúsenosťou s druhom neboli k dispozícii
Druh sa nepodarilo bezpečne určiť
Zviera sa premiestnilo alebo utieklo
Manipulácia nebola bezpečná
Zviera na mieste uhynulo
Iné",,FLOW-ZR-EXOTIC,FLOW PRIPRAVENÝ; DOPLNIŤ DATABÁZU OBCÍ/ODCHYTOV A EXOTICKÝCH VETERÍN.
ZRZAT-166,Zatúlané,"Exotické, uniknuté alebo nepôvodné zvieratá",,Korytnačka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-167,Zranené,"Exotické, uniknuté alebo nepôvodné zvieratá",,Nutria,Druh – v aktuálnom právnom zaradení používa FLOW-ZR-ZVER,"Došlo k zrážke s mojím vozidlom
Našiel/našla som ho po zrážke s iným vozidlom alebo pri ceste
Krváca alebo má otvorenú ranu
Má poranenú končatinu / nevie vstať alebo sa pohybovať
Je uviaznuté v plote, pasci, sieti alebo inom predmete
Je zjavne postrelené alebo poranené pascou
Podozrenie na otravu
Je apatické, dezorientované alebo reaguje nezvyčajne
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W13,"• Nutriu nechytajte do rúk, nezaháňajte ju do kúta a nekŕmte ju.
• Nepúšťajte k nej psov ani deti.",,W15 – poľovný hospodár (ak schválený kontakt) / príslušná OPK,Zavolajte poľovnému hospodárovi alebo príslušnej OPK,"Podľa GPS zobrazte názov poľovného revíru a priamy kontakt na poľovného hospodára, iba ak je v schválenej databáze. Inak zobrazte príslušnú OPK ako koordinačný kontakt. Používateľ oznámi presnú polohu, názov alebo blízkosť revíru, druh zvieraťa, či žije a či ohrozuje premávku.",Áno – GPS → ID_Revir/ID_Okres,NLC ArcGIS ID_Revir → schválený priamy kontakt; fallback ID_Okres → 08_MAPA_OKRES_OPK → 07_KONTAKTY_OPK,,,,,,Áno,2. kontakt / koordinačný fallback,"Ak sa nepodarilo spojiť s poľovným hospodárom ani OPK, zobrazte dobrovoľníkov Zverolinky iba na koordináciu a interné preverenie; nevyzývajte na manipuláciu so zverou.",Nie,,,,,,,,,"Polícia (pri zrážke alebo podozrení na úmyselné zranenie)
Poľovný hospodár / užívateľ poľovného revíru
Príslušná OPK
Dobrovoľník Zverolinky – koordinácia
Zverolinka po internom preverení
Iná osoba","Na čísle 158 mi nezdvihli alebo polícia neposkytla ďalší postup (vetva zrážka)
Poľovný hospodár / užívateľ revíru nebol dostupný alebo nemohol prísť
Príslušná OPK nebola dostupná
OPK nevedela sprostredkovať kontakt alebo pomoc
Dobrovoľníci neboli k dispozícii
Zviera sa premiestnilo, utieklo alebo sa skrylo
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-ZVER,FLOW PRIPRAVENÝ; POTVRDIŤ PREVÁDZKOVÚ SPOLUPRÁCU OPK A PRIAME KONTAKTY.
ZRZAT-168,Zatúlané,"Exotické, uniknuté alebo nepôvodné zvieratá",,Nutria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-169,Zranené,"Exotické, uniknuté alebo nepôvodné zvieratá",,Medvedík čistotný,Druh – v aktuálnom právnom zaradení používa FLOW-ZR-ZVER,"Došlo k zrážke s mojím vozidlom
Našiel/našla som ho po zrážke s iným vozidlom alebo pri ceste
Krváca alebo má otvorenú ranu
Má poranenú končatinu / nevie vstať alebo sa pohybovať
Je uviaznuté v plote, pasci, sieti alebo inom predmete
Je zjavne postrelené alebo poranené pascou
Podozrenie na otravu
Je apatické, dezorientované alebo reaguje nezvyčajne
Je nezvyčajne agresívne, stráca plachosť alebo má neurologické príznaky
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W13,"• Medvedíka čistotného nechytajte a nepribližujte sa k nemu ani k mláďatám.
• Nekŕmte ho a nepúšťajte k nemu psy.",,W15 – poľovný hospodár (ak schválený kontakt) / príslušná OPK,Zavolajte poľovnému hospodárovi alebo príslušnej OPK,"Podľa GPS zobrazte názov poľovného revíru a priamy kontakt na poľovného hospodára, iba ak je v schválenej databáze. Inak zobrazte príslušnú OPK ako koordinačný kontakt. Používateľ oznámi presnú polohu, názov alebo blízkosť revíru, druh zvieraťa, či žije a či ohrozuje premávku.",Áno – GPS → ID_Revir/ID_Okres,NLC ArcGIS ID_Revir → schválený priamy kontakt; fallback ID_Okres → 08_MAPA_OKRES_OPK → 07_KONTAKTY_OPK,,,,,,Áno,2. kontakt / koordinačný fallback,"Ak sa nepodarilo spojiť s poľovným hospodárom ani OPK, zobrazte dobrovoľníkov Zverolinky iba na koordináciu a interné preverenie; nevyzývajte na manipuláciu so zverou.",Nie,,,,,,,,,"Polícia (pri zrážke alebo podozrení na úmyselné zranenie)
Poľovný hospodár / užívateľ poľovného revíru
Príslušná OPK
Dobrovoľník Zverolinky – koordinácia
Zverolinka po internom preverení
Iná osoba","Na čísle 158 mi nezdvihli alebo polícia neposkytla ďalší postup (vetva zrážka)
Poľovný hospodár / užívateľ revíru nebol dostupný alebo nemohol prísť
Príslušná OPK nebola dostupná
OPK nevedela sprostredkovať kontakt alebo pomoc
Dobrovoľníci neboli k dispozícii
Zviera sa premiestnilo, utieklo alebo sa skrylo
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-ZVER,FLOW PRIPRAVENÝ; POTVRDIŤ PREVÁDZKOVÚ SPOLUPRÁCU OPK A PRIAME KONTAKTY.
ZRZAT-170,Zatúlané,"Exotické, uniknuté alebo nepôvodné zvieratá",,Medvedík čistotný,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-171,Zranené,"Exotické, uniknuté alebo nepôvodné zvieratá",,Norok,Druh – v aktuálnom právnom zaradení používa FLOW-ZR-ZVER,"Došlo k zrážke s mojím vozidlom
Našiel/našla som ho po zrážke s iným vozidlom alebo pri ceste
Krváca alebo má otvorenú ranu
Má poranenú končatinu / nevie vstať alebo sa pohybovať
Je uviaznuté v plote, pasci, sieti alebo inom predmete
Je zjavne postrelené alebo poranené pascou
Podozrenie na otravu
Je apatické, dezorientované alebo reaguje nezvyčajne
Je nezvyčajne agresívne, stráca plachosť alebo má neurologické príznaky
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W13,"• Norky sa nedotýkajte a nesnažte sa ju zablokovať v úzkom priestore.
• Nepúšťajte k nej psy ani deti.",,W15 – poľovný hospodár (ak schválený kontakt) / príslušná OPK,Zavolajte poľovnému hospodárovi alebo príslušnej OPK,"Podľa GPS zobrazte názov poľovného revíru a priamy kontakt na poľovného hospodára, iba ak je v schválenej databáze. Inak zobrazte príslušnú OPK ako koordinačný kontakt. Používateľ oznámi presnú polohu, názov alebo blízkosť revíru, druh zvieraťa, či žije a či ohrozuje premávku.",Áno – GPS → ID_Revir/ID_Okres,NLC ArcGIS ID_Revir → schválený priamy kontakt; fallback ID_Okres → 08_MAPA_OKRES_OPK → 07_KONTAKTY_OPK,,,,,,Áno,2. kontakt / koordinačný fallback,"Ak sa nepodarilo spojiť s poľovným hospodárom ani OPK, zobrazte dobrovoľníkov Zverolinky iba na koordináciu a interné preverenie; nevyzývajte na manipuláciu so zverou.",Nie,,,,,,,,,"Polícia (pri zrážke alebo podozrení na úmyselné zranenie)
Poľovný hospodár / užívateľ poľovného revíru
Príslušná OPK
Dobrovoľník Zverolinky – koordinácia
Zverolinka po internom preverení
Iná osoba","Na čísle 158 mi nezdvihli alebo polícia neposkytla ďalší postup (vetva zrážka)
Poľovný hospodár / užívateľ revíru nebol dostupný alebo nemohol prísť
Príslušná OPK nebola dostupná
OPK nevedela sprostredkovať kontakt alebo pomoc
Dobrovoľníci neboli k dispozícii
Zviera sa premiestnilo, utieklo alebo sa skrylo
Zviera bolo nebezpečné alebo manipulácia nebola bezpečná
Zviera na mieste uhynulo
Situáciu vyriešil niekto iný
Iné",,FLOW-ZR-ZVER,FLOW PRIPRAVENÝ; POTVRDIŤ PREVÁDZKOVÚ SPOLUPRÁCU OPK A PRIAME KONTAKTY.
ZRZAT-172,Zatúlané,"Exotické, uniknuté alebo nepôvodné zvieratá",,Norka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-173,Zranené,"Exotické, uniknuté alebo nepôvodné zvieratá",,Papagáj,Druh – používa FLOW-ZR-EXOTIC,"Má poranené alebo ovisnuté krídlo / nevie lietať
Krváca alebo má otvorenú ranu
Má poranenú nohu / nevie stáť
Má sťažené dýchanie
Je apatický, v bezvedomí, má kŕče alebo reaguje nezvyčajne
Je uviaznutý, zakliesnený alebo zamotaný
Podozrenie na otravu alebo popálenie
Napadlo ho iné zviera
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W14,"• Papagája nenaháňajte a nechytajte za krídla ani chvost.
• Nekŕmte ho nasilu a nestláčajte mu hrudník.","• Znížte hluk a pohyb v okolí, aby sa neplašil.",W15 – obec / mesto alebo schválená osoba na odchyt,Zavolajte obci alebo mestu,"Obec je povinná prevziať túlavé zviera nájdené na území obce od nálezcu a umiestniť ho v karanténnej stanici alebo útulku pre zvieratá.

Oznámte presnú polohu, druh a stav zvieraťa a či ohrozuje premávku alebo ľudí.",Áno – podľa obce z W03a/W03b,KONTAKTY_OBCE_ODCHYT – obec → schválená osoba; po odchyte interná väzba na RVPS pri ne-spoločenskom zvierati,W18 – veterinár pre exotické zvieratá / partnerská klinika,Môžete zavolať na veterinárnu kliniku,"Najprv telefonicky overte prijatie zvieraťa, odbornosť pre daný druh a bezpečný spôsob prevozu.",Áno – podľa druhu a lokality,KONTAKTY_VET_EXOTY – druh + okres/kraj + dostupnosť,Áno,3. kontakt,"Ak nepomohla obec ani veterinár, zobrazte dobrovoľníkov so skúsenosťou s daným druhom.",Áno – iba ak nejde o nebezpečný druh a existuje dlhý návod,Pokračujte iba podľa podrobného návodu pre presne určený druh.,,,,,,,,"Obec / mesto alebo osoba schválená na odchyt
Veterinár pre exotické zvieratá
Dobrovoľník Zverolinky
112 / polícia pri nebezpečnom zvierati
Iná odborná osoba","Obec/mesto alebo zmluvný odchyt nezdvihli
Obec/mesto alebo zmluvný odchyt odmietli pomôcť
Veterinár pre exotické zvieratá nebol dostupný alebo zviera neprijal
Dobrovoľníci so skúsenosťou s druhom neboli k dispozícii
Druh sa nepodarilo bezpečne určiť
Zviera sa premiestnilo alebo utieklo
Manipulácia nebola bezpečná
Zviera na mieste uhynulo
Iné",,FLOW-ZR-EXOTIC,FLOW PRIPRAVENÝ; DOPLNIŤ DATABÁZU OBCÍ/ODCHYTOV A EXOTICKÝCH VETERÍN.
ZRZAT-174,Zatúlané,"Exotické, uniknuté alebo nepôvodné zvieratá",,Papagáj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-175,Zranené,"Exotické, uniknuté alebo nepôvodné zvieratá",,Exotický had,Druh – používa FLOW-ZR-EXOTIC,"Had je alebo môže byť jedovatý / neviem, či je jedovatý
Je pritlačený/á, rozdrvený/á alebo má viditeľné poranenie tela
Krváca alebo má otvorenú ranu
Nevie sa pohybovať / reaguje nezvyčajne
Je po zrážke s vozidlom alebo po páde
Je uviaznutý/á, zakliesnený/á alebo zamotaný/á
Podozrenie na popálenie, otravu alebo výrazné podchladenie
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W13,"• Exotického hada nechytajte, ak neviete bezpečne určiť druh.
• Pri podozrení na jedovatý druh sa k nemu nepribližujte.",,W15 – obec / mesto alebo schválená osoba na odchyt,Zavolajte obci alebo mestu,"Obec je povinná prevziať túlavé zviera nájdené na území obce od nálezcu a umiestniť ho v karanténnej stanici alebo útulku pre zvieratá.

Oznámte presnú polohu, druh a stav zvieraťa a či ohrozuje premávku alebo ľudí.",Áno – podľa obce z W03a/W03b,KONTAKTY_OBCE_ODCHYT – obec → schválená osoba; po odchyte interná väzba na RVPS pri ne-spoločenskom zvierati,W18 – veterinár pre exotické zvieratá / partnerská klinika,,,,,,2. kontakt,"Ak nepomohla obec, zobrazte dobrovoľníkov so skúsenosťou s daným druhom.",Áno – iba ak nejde o nebezpečný druh a existuje dlhý návod,Pokračujte iba podľa podrobného návodu pre presne určený druh.,,,,,,,,"Obec / mesto alebo osoba schválená na odchyt
Veterinár pre exotické zvieratá
Dobrovoľník Zverolinky
112 / polícia pri nebezpečnom zvierati
Iná odborná osoba","Obec/mesto alebo zmluvný odchyt nezdvihli
Obec/mesto alebo zmluvný odchyt odmietli pomôcť
Veterinár pre exotické zvieratá nebol dostupný alebo zviera neprijal
Dobrovoľníci so skúsenosťou s druhom neboli k dispozícii
Druh sa nepodarilo bezpečne určiť
Zviera sa premiestnilo alebo utieklo
Manipulácia nebola bezpečná
Zviera na mieste uhynulo
Iné",,FLOW-ZR-EXOTIC,FLOW PRIPRAVENÝ; DOPLNIŤ DATABÁZU OBCÍ/ODCHYTOV A EXOTICKÝCH VETERÍN.
ZRZAT-176,Zatúlané,"Exotické, uniknuté alebo nepôvodné zvieratá",,Exotický had,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-177,Zranené,"Exotické, uniknuté alebo nepôvodné zvieratá",,Exotická jašterica,Druh – používa FLOW-ZR-EXOTIC,"Zviera je veľké, agresívne alebo môže byť jedovaté
Je pritlačený/á, rozdrvený/á alebo má viditeľné poranenie tela
Krváca alebo má otvorenú ranu
Nevie sa pohybovať / reaguje nezvyčajne
Je po zrážke s vozidlom alebo po páde
Je uviaznutý/á, zakliesnený/á alebo zamotaný/á
Podozrenie na popálenie, otravu alebo výrazné podchladenie
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W13,"• Exotickú jaštericu nechytajte za chvost.
• Veľké alebo neznáme druhy nechytajte holými rukami.",,W15 – obec / mesto alebo schválená osoba na odchyt,Zavolajte obci alebo mestu,"Obec je povinná prevziať túlavé zviera nájdené na území obce od nálezcu a umiestniť ho v karanténnej stanici alebo útulku pre zvieratá.

Oznámte presnú polohu, druh a stav zvieraťa a či ohrozuje premávku alebo ľudí.",Áno – podľa obce z W03a/W03b,KONTAKTY_OBCE_ODCHYT – obec → schválená osoba; po odchyte interná väzba na RVPS pri ne-spoločenskom zvierati,W18 – veterinár pre exotické zvieratá / partnerská klinika,Môžete zavolať na veterinárnu kliniku,"Najprv telefonicky overte prijatie zvieraťa, odbornosť pre daný druh a bezpečný spôsob prevozu.",Áno – podľa druhu a lokality,KONTAKTY_VET_EXOTY – druh + okres/kraj + dostupnosť,Áno,3. kontakt,"Ak nepomohla obec ani veterinár, zobrazte dobrovoľníkov so skúsenosťou s daným druhom.",Áno – iba ak nejde o nebezpečný druh a existuje dlhý návod,Pokračujte iba podľa podrobného návodu pre presne určený druh.,,,,,,,,"Obec / mesto alebo osoba schválená na odchyt
Veterinár pre exotické zvieratá
Dobrovoľník Zverolinky
112 / polícia pri nebezpečnom zvierati
Iná odborná osoba","Obec/mesto alebo zmluvný odchyt nezdvihli
Obec/mesto alebo zmluvný odchyt odmietli pomôcť
Veterinár pre exotické zvieratá nebol dostupný alebo zviera neprijal
Dobrovoľníci so skúsenosťou s druhom neboli k dispozícii
Druh sa nepodarilo bezpečne určiť
Zviera sa premiestnilo alebo utieklo
Manipulácia nebola bezpečná
Zviera na mieste uhynulo
Iné",,FLOW-ZR-EXOTIC,FLOW PRIPRAVENÝ; DOPLNIŤ DATABÁZU OBCÍ/ODCHYTOV A EXOTICKÝCH VETERÍN.
ZRZAT-178,Zatúlané,"Exotické, uniknuté alebo nepôvodné zvieratá",,Exotická jašterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRZAT-179,Zranené,"Exotické, uniknuté alebo nepôvodné zvieratá",,Klokan,Druh – používa FLOW-ZR-EXOTIC,"Zviera je voľne mimo zabezpečeného priestoru a môže ohroziť premávku
Je zranené po zrážke s vozidlom
Krváca alebo má otvorenú ranu
Má poranenú končatinu, výrazne kríva alebo nevie stáť
Má sťažené dýchanie
Je apatické, v bezvedomí, má kŕče alebo reaguje nezvyčajne
Podozrenie na otravu alebo popálenie
Napadlo ho iné zviera
Je uviaznuté, zakliesnené alebo zamotané
Videl/a som alebo mám dôvodné podozrenie, že zviera úmyselne zranil človek (napr. bitím, postrelením alebo pascou)
Neviem
Iné","Áno
Nie
Neviem","Áno
Nie
Neviem",Iné → rozbaliť W09b,Stručne popíšte iné zranenie alebo stav zvieraťa.,W13,"• Klokana nechytajte, nenaháňajte a nepribližujte sa so psom.
• Nepokúšajte sa ho zadržať vlastným telom.",,W15 – obec / mesto alebo schválená osoba na odchyt,Zavolajte obci alebo mestu,"Obec je povinná prevziať túlavé zviera nájdené na území obce od nálezcu a umiestniť ho v karanténnej stanici alebo útulku pre zvieratá.

Oznámte presnú polohu, druh a stav zvieraťa a či ohrozuje premávku alebo ľudí.",Áno – podľa obce z W03a/W03b,KONTAKTY_OBCE_ODCHYT – obec → schválená osoba; po odchyte interná väzba na RVPS pri ne-spoločenskom zvierati,W18 – veterinár pre exotické zvieratá / partnerská klinika,Môžete zavolať na veterinárnu kliniku,"Najprv telefonicky overte prijatie zvieraťa, odbornosť pre daný druh a bezpečný spôsob prevozu.",Áno – podľa druhu a lokality,KONTAKTY_VET_EXOTY – druh + okres/kraj + dostupnosť,Áno,3. kontakt,"Ak nepomohla obec ani veterinár, zobrazte dobrovoľníkov so skúsenosťou s daným druhom.",Áno – iba ak nejde o nebezpečný druh a existuje dlhý návod,Pokračujte iba podľa podrobného návodu pre presne určený druh.,,,,,,,,"Obec / mesto alebo osoba schválená na odchyt
Veterinár pre exotické zvieratá
Dobrovoľník Zverolinky
112 / polícia pri nebezpečnom zvierati
Iná odborná osoba","Obec/mesto alebo zmluvný odchyt nezdvihli
Obec/mesto alebo zmluvný odchyt odmietli pomôcť
Veterinár pre exotické zvieratá nebol dostupný alebo zviera neprijal
Dobrovoľníci so skúsenosťou s druhom neboli k dispozícii
Druh sa nepodarilo bezpečne určiť
Zviera sa premiestnilo alebo utieklo
Manipulácia nebola bezpečná
Zviera na mieste uhynulo
Iné",,FLOW-ZR-EXOTIC,FLOW PRIPRAVENÝ; DOPLNIŤ DATABÁZU OBCÍ/ODCHYTOV A EXOTICKÝCH VETERÍN.
ZRZAT-180,Zatúlané,"Exotické, uniknuté alebo nepôvodné zvieratá",,Klokan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
